-2.251696759677123794e+00 1.598127163701569042e+00
-2.450310529956179373e+00 1.284234374521195932e-01
-1.800656971326324962e+00 1.967820061758236427e+00
-1.536789504753062641e+00 4.562003048073892675e-01
-1.089248631554310620e+00 -1.219327410628836761e+00
-1.634434176763969182e+00 -1.008305735084679355e+00
-1.520921909688094154e+00 1.287721265736969656e-01
-1.402174216618399250e+00 -3.824013534208282605e-01
-1.856441061815591986e+00 1.284878665729948910e+00
-8.757904046963765898e-01 -3.954458895966789234e-01
3.499731493215627598e-01 -4.951255997861871094e+00
-1.262098089960041580e+00 4.186572226793314755e-01
-1.873266732489278441e+00 2.648315316740985192e+00
-9.585031764307085922e-01 -9.019686960252553121e-01
-2.507530510835432214e+00 1.083561126740177016e+00
-1.238363945812865241e+00 -8.249839517456902804e-01
2.961222269463463785e-01 -2.031602653473977504e+00
-8.412178638952247933e-01 -1.548895684780490445e+00
-2.218633285957948953e+00 6.688119539202292962e-01
-6.448853194857333548e-01 -1.537206996397377790e+00
1.865948081992863106e-01 -2.361001999858868050e+00
-6.645525940651537677e-01 -3.875564843152196737e+00
-5.176459935634598608e-01 -1.700618129193797401e+00
-5.085456980739457844e-01 -3.009778950812692866e+00
8.773915054148995196e-02 -3.400758790359839523e+00
-5.855139615490185800e-01 -2.410358211948353979e+00
-2.389223805772571207e-01 -1.587203985424833652e+00
-1.142758031045384426e+00 -1.108922584826426139e+00
-1.154790091671058061e+00 -9.465984568810965616e-01
-4.679768743738327297e-01 -1.900302066556989189e+00
-4.453479857413288334e-01 -1.958308891275915897e+00
1.542135492006107000e-01 -1.958515676715635534e+00
-9.604047863247450190e-01 -6.701357677556762926e-01
-1.549853668991354461e-01 -3.530097091604616377e+00
-4.527201156860777287e-01 -2.376256752922770499e+00
-1.503702666674878063e+00 7.946269087602053638e-02
-1.249404270790426263e+00 9.097020483374309574e-01
-9.949319717480089587e-01 -2.870733629258634956e-01
-2.393589606927382096e-01 -2.223392027205464139e+00
-8.264218720793032880e-01 -1.478529507522152731e+00
-6.094672356974377703e-01 -2.896736413066816951e+00
